problem_id,seed,experiment_type,iteration_label,compression_rate,iteration_num,iteration_display
2024-I-12,0,backtracking,iteration_1_compression_rate,0.03054550514890064,1,Iteration 2
2024-I-13,0,backtracking,iteration_1_compression_rate,0.12055295791827607,1,Iteration 2
2024-I-14,0,backtracking,iteration_1_compression_rate,0.08583589501064082,1,Iteration 2
2024-I-15,0,backtracking,iteration_1_compression_rate,0.08626080559131874,1,Iteration 2
2024-I-2,0,backtracking,iteration_1_compression_rate,0.0233131584846447,1,Iteration 2
2024-I-3,0,backtracking,iteration_1_compression_rate,0.19212410501193317,1,Iteration 2
2024-I-4,0,backtracking,iteration_1_compression_rate,0.19395367098547311,1,Iteration 2
2024-I-5,0,backtracking,iteration_1_compression_rate,0.01779439589152176,1,Iteration 2
2024-I-6,0,backtracking,iteration_1_compression_rate,0.14355979096218874,1,Iteration 2
2024-I-7,0,backtracking,iteration_1_compression_rate,0.10470701248799232,1,Iteration 2
2024-I-8,0,backtracking,iteration_1_compression_rate,0.02926575848533826,1,Iteration 2
2024-I-9,0,backtracking,iteration_1_compression_rate,0.04489648531535869,1,Iteration 2
2024-II-1,0,backtracking,iteration_1_compression_rate,0.075788255713046,1,Iteration 2
2024-II-10,0,backtracking,iteration_1_compression_rate,0.04245283018867924,1,Iteration 2
2024-II-11,0,backtracking,iteration_1_compression_rate,0.022635957218040858,1,Iteration 2
2024-II-12,0,backtracking,iteration_1_compression_rate,0.07131694843017473,1,Iteration 2
2024-II-13,0,backtracking,iteration_1_compression_rate,0.042765018667270054,1,Iteration 2
2024-II-14,0,backtracking,iteration_1_compression_rate,0.021784927702767402,1,Iteration 2
2024-II-15,0,backtracking,iteration_1_compression_rate,0.04047337278106509,1,Iteration 2
2024-II-2,0,backtracking,iteration_1_compression_rate,0.07680056627145639,1,Iteration 2
2024-II-3,0,backtracking,iteration_1_compression_rate,0.09839092587707729,1,Iteration 2
2024-II-4,0,backtracking,iteration_1_compression_rate,0.15738831615120275,1,Iteration 2
2024-II-5,0,backtracking,iteration_1_compression_rate,0.06941689805632685,1,Iteration 2
2024-II-6,0,backtracking,iteration_1_compression_rate,0.13566666666666666,1,Iteration 2
2024-II-7,0,backtracking,iteration_1_compression_rate,0.061136363636363635,1,Iteration 2
2024-II-8,0,backtracking,iteration_1_compression_rate,0.018649284808980628,1,Iteration 2
2024-II-9,0,backtracking,iteration_1_compression_rate,0.0149375,1,Iteration 2
21,0,backtracking,iteration_1_compression_rate,0.07154074332577212,1,Iteration 2
22,0,backtracking,iteration_1_compression_rate,0.04601873536299766,1,Iteration 2
23,0,backtracking,iteration_1_compression_rate,0.058502906976744186,1,Iteration 2
